PRODUCTNAME,ISSTOPPED,RE06 # Transaction,RE01 # items_sold,Total Stock on hand
Agi Khan Uot Khong Huong,1,4,4,0
Aisen Bong Tam BR290 Hong,1,4,4,0
Alcohol Pads 30x65mm,1,4,4,
Amaryl 4mg,1,4,30,0
Ameflu Siro Long Dom,0,4,6,1
Ao Dinh (Lo/ 30 Vien),0,4,4,0
Atussin Siro Ho 30ml,0,4,5,2
Banana Boat Xit Chong Nang Ultra Protect SPF50 175ml,0,4,4,6
Bella Flora BVS Ban Dem Luoi Sieu Tham 8M,0,4,4,0
Benda 500mg,0,4,8,1
Berodual MDI 10ml,0,4,4,2
Binozyt Tab 250mg,0,4,12,0
Biodroxil Cap 500mg,0,4,12,0
Biore ST 3 Thanh Mat Tu Nhien 220gr,0,4,4,4
Bo Than Duong Nhat Nhat,1,4,100,0
Bobby Fresh New Born 2 40M,0,4,5,0
Bobby Fresh Ta Quan XXL16,0,4,4,0
Body Care Gang Tay Uot Loai 2C,1,4,9,16
Boni diabet,0,4,4,1
C2 Nuoc Sam 6 Truyen Thong 355ml (Thung/24 chai),1,4,4,
Carefree BVS HN,0,4,4,13
Cetaphil Moist Cream,0,4,5,4
Chikki Snack Dui Ga Vi Chien Sot Buffalo 38g,0,4,4,4
Cimedine 300 mg - 3/2,0,4,100,0
CLEAR DG Huong Hoa Anh Dao Thom Mat 180g,1,4,4,0
CLEAR DG Huong Hoa Anh Dao Thom Mat 650g,1,4,5,0
Clear Men DG Mat Lanh BH 650g,0,4,7,4
Colgate BCDR Premier Clean,1,4,6,0
Colgate NSm Plax Xanh Duong 250ml,1,4,5,0
CONS  Chewies Multivitamin With Taurine (Hop/30 vien),0,4,3,1
CONS Ebisu BCDR Hello Kitty Rubber Handle Over 3Age,0,4,4,6
CONS Ebisu BCDR Platinum Care M,0,4,4,6
CONS Euky Bear Dau Khuynh Diep 15ml,0,4,5,2
CONS Euky Bear Dau Khuynh Diep 60ml,0,4,4,3
CONS Puresmile Mat Na Duong Moi Thao Moc 3ml,0,4,4,18
CONS Puresmile Mat Na Duong Moi Trai Cay 3ml,0,4,4,18
CONS Source Omega 3-6-9 (Chai/60 vien),0,4,2,
CONS Vitamin super B Complex with C (Multrium),1,4,4,0
CONS Vitraplus Enhancer 250mg (Hop/30 vien),0,4,5,2
Custas Banh 138g(Hop /6 Mieng),1,4,4,0
Da Minh Chau,0,4,9,0
Dabo Speed Kem Duong Trang Da Whitening -up 50ml,0,4,4,3
Dai trang Tam Binh (5Vi x 12Vien),0,4,240,120
Daigaku Eye Drop 15Ml,0,4,5,0
Daivobet Oint 15g,0,4,4,
Dermal Mat Na TC Collagen -Trang Da,1,4,4,
Dial XBC White Tea & Vitamin 113g*3pcs(18 loc/thung),1,4,4,
Diclofenac gel - Stada,0,4,4,1
Double Rich Duong Toc Phuc Hoi Hu Ton 120ml (Thung/48 Chai),1,4,4,0
Double Rich ST Dreamy Romance 550g,1,4,4,0
Dove Kem Xa Ngan Rung Toc 170g,0,4,4,0
"Dove Keo Chocolate Hazenut,Almond&Raisin 43g",1,4,4,
DOVE LKM White Original 40ml,0,4,4,3
Durex Select 3c,1,4,5,
Embevin 28,0,4,5,0
Enchantuer LKM Romantic Hong 20ml,1,4,4,
Enchantuer LKM Trang Charming Vang 50ml,0,4,4,8
Enchantuer ST Charming Vang 650g,1,4,4,0
Enchantuer ST Magic Xanh 180g,1,4,4,0
Enchantuer ST Trang Charming Vang 180g,1,4,4,0
Eucerin AtoControl Acute Care Cream-63174- 40ml,0,4,4,2
Eucerin Dermo Purifyer Active Concentrate-69607- 30ml,0,4,4,1
Eucerin Dermo Purifyer Active Night Care-69606 50ml,0,4,4,2
EUVICLOR 125 (Goi),1,4,24,0
Evian Facial Spray 300ml - đã đổi sang mã mới,1,4,4,0
Exforge 5/80mg,0,4,58,0
Fanta Sarsi 330ml (Thung/24 Lon),1,4,6,0
Fastum Gel 30g,0,4,4,1
Flagentyl 500mg,0,4,20,8
Flixotide Evohaler Spr 125mcg,0,4,5,2
Forlax goi 10g (Hop/20 Goi),0,4,20,40
Gasmotin 5mg Tab (H30v),0,4,73,17
Gillette Dao Cao Mach 3 TC Lo Hoix6(04.13)-Xanh,0,4,4,0
Gillette ST Skin Hydrating 473ml,0,4,4,2
Glimepiride Stada 2mg (3vi x 10vien),0,4,70,50
Glucophage XR 750mg,0,4,60,0
GLYDERM STRETCH MARK CREAM 125ML,0,4,4,0
Hamega (4Vi x 10Vien),1,4,240,0
Hapacol Child 325mg (Hop/ 10 vi x 10 vien),0,4,31,169
HiChew Morinaga Keo Mem Tao Xanh,1,4,4,
Huggies Ta Dan Size M22,0,4,4,0
Humer 50 - Children xit,0,4,4,3
In Love Bao Cao Su Ultra Thin 3c,1,4,5,
Irbesartan Stada 150mg (2 Vi x 14 Vien),0,4,56,0
Johnson baby ST Thom Mat Nang Dong 500ml,0,4,4,3
Jordan BCDR Target Teeth & Gum,1,4,5,0
Jumbo binh xit Vape One Push 30 ngay 10ml,1,4,4,0
Kim Su L (H/60Vien),1,4,4,0
Kimose 40mg ( 10 Vi x 10 Vien),0,4,48,152
Kitkat Socola Tra Xanh 4F,1,4,5,0
KM Ly Thap Luminarc,0,4,5,
KM Ly Thuy Tinh,0,4,7,2
KM Pond's Bong Tay Trang,0,4,5,2
Koh-Kae Dau Phong Vi Cafe 19g (Thung/144 Goi),0,4,5,0
Kun Sua Lua Mach 180ml (Thung/48 Hop),1,4,8,
Let Green Khan Giay Bo Tui Huong Hoa 9 goi/loc*96loc/thung,1,4,4,1
Libresse BVS Maxi Wings 16S 24Goi/Loc,0,4,4,2
Lipice Sheer Color Son Duong Moi Dau Ardent 2g,0,4,4,5
Lipzo BCDR Crystal Kids,0,4,4,6
Lipzo BCDR Ruby Gold,0,4,6,13
Loreal  Son Ombre Tint Caresse B06 9g,1,4,4,2
Loreal Dau Goi Total Repair 330ml,0,4,4,3
Loreal KCN De UVP BB Max Cream R12 30ml,1,4,4,9
Loreal Son Color Riche Star Cung Loi 4.2g,1,4,4,2
Loreal Thuoc Nhuom Excellen Cecreme #4.26  Nau Tim 172 ml,0,4,5,2
Masculan BCS Pur (H/10 Cai),0,4,4,6
MBL BABY LIPS LOVE COL BLS - CORAL,0,4,4,14
MBL CS BB CREAM 02 NATURAL 18ML,0,4,4,8
MBL Son Color Show Sum 114 Hong Ruc Ro 3.9g,0,4,2,3
MBL Son Kem Li Velvet Mat 8 5ml,1,4,4,2
MBL Son Mau Color Show 203 Do Anh Dao 3.9g,1,4,5,0
Meko-allergy F (C/100vien),1,4,9,91
Mekocefaclor 250mg (Hop 12vien),0,4,24,24
Metronidazol Stada 400mg,0,4,28,0
Mobi 500 - Payoo,0,4,4,1
Mobifone tra truoc 30 - Topup,0,4,4,-4
Mr.Brown Cafe Cappuccino 240ml,0,4,4,9
Neodex,0,4,4,0
Nivea DG Bun Khoang Mat Lanh 530ml,0,4,4,3
Nivea LKM Cham Soc& Bao Ve 50ml 85908,0,4,4,8
Nivea Serum Chong Nang Va Duong Trang Da 30ml 86016,0,4,4,6
Nivea SRM Men Serum Ngua Mun Vuot Troi 100ml 83958,0,4,4,3
Nivea SRM Men Serum Sang Da Vuot Troi 100ml 83956,0,4,4,4
Nivea SRM Nam Hat Massage Giam Nhon 50g,0,4,2,6
Nivea XKM Nam Phan Tu Bac 150ml,0,4,4,4
Nivea XKM Nam V.Troi 50ml 82267,0,4,4,2
Nivea XNM Nam Mat Lanh 150ML,0,4,4,5
Okamoto Bao Cao Su Roman (Hop/3 Cai),0,4,4,5
Okamoto Bao Cao Su Skinless Skin Super Lubricated (Hop/10 ca,1,4,4,2
Old Spice Sua Tam Red Zone Champion 473 ml,0,4,2,2
Otrivin 0.05% Spray 10ml,0,4,4,0
Otrivin 0.1% Drops 10ml,0,4,4,0
Ovalax ( H/10vien),0,4,20,0
Pantene Ngua Rung Toc 450g,1,4,4,0
PEI TIEN Banh Cuon Gao Luc Konjac Vi Trung 160 g,1,4,4,
Perfect Purity Phan Rom KD-03 340g,0,4,4,0
Perfect Purity SDT Tinh Dau Nha Dam KD24 591ml,1,4,4,1
Perfect Purity SDT Tre Em KD18 354ml,0,4,4,5
Perfect Purity Tinh Dau Duong The Nha Dam -Vit E KD19 118ml,0,4,4,0
PH Care DDVS Phu Nu Hoa Hong Quyen Ru (Passionate Bloom) 60m,0,4,4,2
Physiomer Baby Spray 115ml - đã đổi sang mã mới,1,4,4,0
Pond's Kem Duong Trang Hong Tinh Khiet Dem 50g,0,4,4,3
Pond's SRM Chong Lao Hoa 100g,0,4,4,0
Pond's SRM Nam Nap Nang Luong 100g,0,4,4,4
Pringles Khoai Tay Chien Original 42g,0,4,5,0
Purite Men DG Huong Bien Ngan Ngua Gau 180ml,0,4,4,
Rexona LKM Nu Passion 40ml,0,4,4,5
Rexona XKM Nam Sport 150ml,1,4,4,2
Right Guard Gel KM TD5 Arctic Refresh 113g,0,4,4,0
Romano DG Classic Xanh La 380g,0,4,4,3
Romano ST Attitude 380G,0,4,4,0
Romano ST Energy 180g - Cam,0,4,2,0
Roxithromycin 150 mg,0,4,50,50
Schick dao cao Schick 2 3's,0,4,4,0
Schick luoi dao cao Execta 2 system 2's,0,4,4,0
Selsun DX Danh cho toc gau 100ml,0,4,4,3
Singulair Chewable 5mg,0,4,28,0
Sorbitol Stada 5g (H/20 Goi),0,4,20,0
"Spirastad 1,5 M.I.U",0,4,12,48
Spiromide (H20v),1,4,20,0
ST.Ives SRM Tuoi Mat Huong Mo 170g,0,4,4,6
Stadovas 5 Stada (3Vi x 10Vien),1,4,120,0
Sunsilk DG Duong Dai Mem Muot 170g,0,4,4,3
"Taokaenoi Big Roll Vi Thit Nuong 3,6g (1 Thung/144 Goi)",1,4,12,
Taokaenoi Super Crisp Vi Muc 24g (1 Thung/48 Goi),1,4,4,
Tea+ Tra O Long 320ml (Thung/24 Lon),1,4,7,
Terbinafin Cream 1% - Stada,0,4,4,0
Theostat Tab 100mg,0,4,30,0
Tonicalcium NL (Hop 20ong),0,4,80,0
Tonicalcium TE (Hop 20ong),0,4,80,40
Urgosterile 10x9cm,1,4,0,0
Valsartan Stada 80mg(3x10),0,4,60,30
Varogel,1,4,40,0
Vaseline Kem Duong Am 49g Huong Aloe Fresh,0,4,4,
Vaseline SDT Trang Da Chong Nag SPF24 350ml,0,4,4,3
Vina 200 - Payoo,0,4,2,-1
VTCOnline 200 - Payoo,0,4,4,
X Men Lan KM Water- Mat Lanh 50ml,0,4,4,3
X Men ST Wood 180g,0,4,4,0
X Men Xit KM Fire 150ml,0,4,4,0
X Men XKM Sport 150ml,0,4,2,0
Xamiol Gel 15g,0,4,4,
Xuan An Viet Ngu Coc Ngu Coc An Kieng 600g (Thung/24 bich),1,4,4,1
Xuong Khop NHAT NHAT (H/20Vien),0,4,460,0
Xylitol Gum Blueberry 145g (Hu Lon),0,4,5,0
Yomost Sua Chua Uong Dua Gang 170ml (Thung/48 hop),1,4,7,0
ZA SRM Tao Bot Deep Hydration 40585 100g,0,4,4,1
Zasinat 125mg (Hop/12 Goi) - Euvipharm,1,4,12,0
3M Cay lan bui - Mini,1,3,3,
3M Futuro Ho Tro Co Tay Va Long Ban Tay The Thao Mau Den,1,3,3,0
3M Futuro Ho Tro Dieu Chinh Dau Goi The Thao,1,3,3,0
3M Futuro Ho Tro Dieu Chinh Mat Ca Chan The Thao,1,3,3,0
Abbott Ensure Gold 850g,1,3,3,0
Accu Chek Perfoma 50 Que,0,3,3,0
Acemol,0,3,120,0
Acnes Medicated Body Shower (Sua tam ngua mun) C/180g,1,3,4,0
Adalat LA Tab 20mg,0,3,17,13
Adalat LA Tab 30mg (3 Vi x 10 Vien),0,3,24,6
Adalat Retard Tab 20mg,0,3,30,0
Afrin Puresea Baby DD Phun Ve Sinh Mui 20ml,1,3,3,
Agi Num Vu Gia,1,3,3,0
Aisen Da Bot Tu Nhien BE232,1,3,3,0
Aisen Da Bot Tu Nhien BE233,1,3,3,0
Aisen Mut Tam Bot Bien BY314,1,3,3,4
Altoids Smalls Pepperminht,1,3,4,0
Ambroco syrup 30ml,0,3,3,0
Anlene Sua Bot VaniGood 800g(Lon),1,3,3,
Aprovel 300mg,0,3,46,10
Aquafresh BCDR Milk Teeth  0-2T,0,3,3,0
Aspirin 81mg (Chai/100Vien) - DMC,0,3,121,279
Atarax Tab 25mg,1,3,22,8
Atasart 16mg (4Vi x 7Vien),0,3,28,0
Atopiclair Lottion Thuoc Tri Va Ngua Cham Nhe Cho Me & Be  1,0,3,3,2
Audispray Adult Ve Sinh Tai 50 ml,1,3,3,2
Avamys Nasal Spray Sus 27.5mcg 120's,0,3,3,1
Banh Choco.Pie 180g (Hop/6 Mieng),1,3,3,0
Benew Tay Te Bao Chet Trang Da 180ml,0,3,3,3
Bioderma Sebium H2O Dung Dich Rua Mat Dang Hat Min-100ml,1,3,3,0
Biore MUR Dau tay trang 150ml,0,3,3,5
Biore ST Duong Chat Tu Trai Cay 220gr,0,3,3,4
Bobby Fresh Ta Dan Sieu Tham L25,0,3,3,0
Bobby Fresh Ta Quan L20,0,3,3,0
BoniHair,1,3,3,0
Brand Nuoc Cot Ga 42ml,1,3,8,0
C&C SRM Mam Xoi Giup Cang Min Da 100ml,0,3,3,4
Ceclor 250mg (Hop/12 Vien),0,3,12,12
Chuc Nang Gan Bao Nguyen,0,3,3,0
Clear Men DG Mat Lanh BH 900g,0,3,3,2
Clindastad 150 - Stada,0,3,54,96
Coast Sua Tam Goi Classic Scent 532 ml 6 Chai/Thung,0,3,3,
CONS Azi Mostech Bang Keo Chong Muoi 25mm x 38mm (Hop/20M),0,3,4,17
CONS Boomerang Royal Jelly + Collagen (H/120Vien),0,3,4,0
CONS Calsea Bone - Glomed (Hop/chai/90 vien),1,3,3,0
CONS Canpol Babies Bo Bam Mong Tay,0,3,3,0
CONS Chewies Multivitamin Plus Lysine (Hop/30 vien),0,3,1,2
CONS Ebisu BCDR Hello Kitty Over 6Age,0,3,3,3
CONS Ebisu BCDR Sprial S,0,3,7,4
CONS Finest Yen Thien Nhien Khong Duong 100ml,0,3,6,5
CONS Glucosamine/MSM/Chond (Multrium),1,3,4,0
CONS H-Care BVS Ban Dem - 32cm Cool Tech 320,0,3,4,5
CONS Honeyland Mat Ong Hoa Nhan 110g,0,3,3,1
CONS Honeyland Mat Ong Hoa Nhan 230g,0,3,3,2
CONS Joint Flex Plus 946ml,0,3,3,2
CONS Liquid Glucosamin/MSM/Chond (Multrium),1,3,5,0
CONS Microlife Nhiet Ke Hong Ngoai Do Tran FR1MF1,0,3,3,1
CONS Puresmile Duong Moi Ban Dem Choosy Sua Vani 10ml,0,3,3,9
CONS Puresmile Mat Na Duong Moi Dao 3ml,0,3,3,14
CONS Puresmile Mat Na Duong Moi Sua Tuoi 3ml,0,3,3,19
CONS SHINETREE Kem Nen Trang Diem Shine Cover CC 8ml,0,3,6,14
CONS SHINETREE Mat Na Dinh Duong & Duong Am TC To Yen  25ml,0,3,4,12
CONS Suansu SRM gao & sua tuoi 120ml,0,3,3,3
CONS Tien Ong  Dau Tram 45ml,0,3,3,2
CONS Toshiba Pin Nut Lithium 3V CR2032 PW BP-5 5 vien/vi,0,3,3,3
Coversyl Tab 10mg (Hop/30 Vien),0,3,30,90
Cozaar Tab 50mg (2vi x 15vien),0,3,37,53
Crestor Tab 10mg,0,3,50,6
Dabo SRM Tinh Chat Gao 150ml,0,3,3,3
Darlie KDR Tea Care Mint 160g,1,3,4,0
Dau Nong Xoa Bop Eagle 85ml,0,3,3,2
Dial ST Kids Berry Cool 355ml*6 chai/thung,1,3,3,
Diprosalic Oin 15g,0,3,4,3
Double Rich Mousse Soft Hold 150ml (Thung/20 Chai),0,3,3,0
Dove DG Lieu Phap Tinh Dau 170g,0,3,3,3
Durex Play Warming 100ml (Gel),1,3,3,0
Dutch Lady Sua Chua An Co Duong 100g,1,3,8,0
Dutch Lady Sua Chua An Dau 100g,1,3,10,0
Ellips Vitamin Duong Toc Nutri Color 6v*2vi/hop,1,3,3,0
Eludril Suc Mieng 90ml,0,3,3,0
Enchantuer ST Magic Xanh 650g,1,3,3,0
Enchenteur Lan Trang Romantic 50ML,1,3,3,0
Energizer Pin AAA Max E92 BP2,1,3,4,0
Enteric Sac (H/30Goi),0,3,9,21
Eucerin AtoControl Face Care Cream 12% Omega-63614- 50ml,0,3,3,2
Eucerin Dermo Purifyer SRM Da Mun 92692 100ml,0,3,3,2
Eucerin ph5 Washlotion-63080- 400ml,0,3,3,5
Eucerin White Therapy Clinical Spot Corrector-69642- 5ml,0,3,3,4
Eucerin White Therapy Kem Duong Sang Da Ban Dem 63047 50ml,0,3,3,2
Eurax Cream 10% 20g,1,3,3,0
Eveready Pin SHD AA 1215 BP4+2,1,3,3,0
Evra,0,3,3,2
Flumetholon Eye Drop 0.1% x 5ml,0,3,3,0
Frisolac Gold 1 400g Sunrise,1,3,3,0
Fruiser NRT Tao 500ml,0,3,3,0
Galvus 50Mg Tab (2x14),0,3,4,0
Garnier SRM Loi Kep Sang Da Sach Nhon 100ml,0,3,3,0
Garnier SRM Sach Nhon Mat Lanh Co Hat 100ml,0,3,3,1
Giao Co Lam (tra) - Tue Linh,0,3,3,0
Gillette Dao Cao Blue II Plus 5+1 6X12X12(10.13),0,3,3,0
Glovitor 10mg,0,3,1,0
Glucofine 850mg - DMC (4vi x 5vien),0,3,80,0
Gout Tam Binh,0,3,3,1
Hazeline ST Sua De & Gao (Chai/350ml),1,3,3,
Herbal Essences ST Body Burst 467ml*6chai/thung,1,3,3,4
Hoang To Nu,0,3,3,0
Homtamin Ginseng Gold (2Vi x 5Vien),1,3,10,0
Humer 150 - Adulte xit,0,3,3,3
Ibuprofen 600mg MKP (Hop/100 vien),0,3,21,179
Ich Nhi Siro Tang De Khang 125ml,1,3,1,0
Imperal Cookies Choice Huong Bo 50g (Loc/6 Goi),0,3,3,5
In Love Bao Cao Su Long Time 3c,1,3,3,
JohnsonBaby Body Care ST Duong Am Nguoi Lon 200ml,1,3,3,0
Kellogg's Frosties 30g,1,3,4,
Kikat Bites Chocolate 100g,1,3,3,
KM Balo Pocari Sweat,0,3,3,3
KM Binh Thuy Tinh Dove,0,3,4,
KM Bioderma Vi da,0,3,3,1
KM Close Up KDR 90gr,0,3,3,
KM Kellogg's Frosties 30g,0,3,3,4
KM Khan Dove Skin,0,3,3,
Lamivudin 100mg - Stada,0,3,61,0
Laurie BVS Sieu Mong 2508 -8M /goi,1,3,3,
Let Green Khan uot bo tui xanh la 10 mieng,1,3,3,
LifeStyle BCS Classic 3s,0,3,5,6
Linh Lan Thiep CA1 (7.5x9cm),0,3,3,
Lipice Sheer Color Son Duong Moi Dua Gang Grace 2g,0,3,3,6
Lorastad Siro - Stada,0,3,3,0
Loreal  Son Ombre Tint Caresse B03 9g,1,3,3,3
Loreal  Son Ombre Tint Caresse B08 9g,1,3,3,3
Loreal Kem U toc Reno10 200ml,0,3,3,3
Loreal Son Color Riche R516 Do Cam Quyen Ru 3.7g,1,3,3,2
"Lostad HCT 50/12,5mg",0,3,6,0
Lovillea Nuoc Hoa SF Hoa Cuc 100ml,1,3,3,
Lyrica Cap 150mg,0,3,12,44
Maxitrol Oint Tube/ 3.5g,0,3,3,
MBL CS BB CREAM 01 FRESH 18ML RN,1,3,3,9
MBL CS BB SILK WHITE TWC - 04 HONEY,1,3,3,5
MBL CS PP R09 - HONEY,1,3,4,2
MBL CS PP R09 - LIGHT,0,3,3,11
MBL KEM BB CHONG NANG VUOT TROI -M DA 18ML,1,3,3,8
MBL Son Duong Babylips Color Pink 4.5g,1,3,3,3
MBL Son Kem Li Velvet Mat 7 5ml,1,3,3,1
MBL Son Lau Phai CS Matte-Hong Sen 3.9g,0,3,3,4
MBL Son Mau Color Show 103 Hong Tuoi 3.9g,1,3,5,1
MBL Son Mau Rebel 02 - Hong Dau 3.9g,0,3,3,4
MBL Son Mau Rebel 05 - Do Cam 3.9g,0,3,3,2
MBL Son Mau Rebel 08 - Hong Sua 3.9g,0,3,3,3
MBL Son Mau Rebel 09 - Hong Neon 3.9g,0,3,3,4
Mobi 30 - Payoo,0,3,3,3
Mr.Brown Cafe Iced 240ml,0,3,3,9
Nasonex Aqueous Nasal Spr 50mcg (xit),0,3,3,0
NICHIBAN Bang Ca Nhan It Tham Nuoc 21x70mm (Hop/10 mieng),1,3,3,7
Nivea DG Bun Khoang Tri Gau 530ml,0,3,3,1
Nivea SDT Duong Trang 200ml,1,3,3,0
Nivea SDT Trang Da Chong Nang 250ml,0,3,3,7
Nivea SRM Nam Ngua Mun 50G,0,3,3,4
Nivea SRM Nam Sang Da 50g,0,3,3,2
Nivea SRM Nu Tay Trang Duong Trang 100g,0,3,3,4
Nivea Sua Chong Nang Va Duong Trang Da Toan Than SPF50PA++ 5,0,3,3,5
Nivea XKM Nam Kho Thoang 150ml,0,3,4,6
Nu vuong,0,3,3,0
OFLOXACIN 200 - Euvipharm,1,3,20,40
Okamoto Bao Cao Su 0.03 Real Fit (Hop/3 Cai),0,3,5,14
Okamoto Bao Cao Su Dot Cool (Hop/3 cai),1,3,3,4
Okamoto Bao Cao Su Harmony (Hop/3 cai),0,3,3,8
Olay ST Alomond Oil 532ml*6 chai/thung,0,3,3,5
Ossopan 600mg (3Vi x 10Vien),0,3,90,60
Otrivin 0.05% Nasal Drops 10ml,0,3,3,0
P/S BCDR Expert Protection 48C,1,3,3,
P/S KDR Nuou Chac Khoe  150 g,1,3,3,0
Pantene DG Pro-V Smoothing 375ml,1,3,3,0
PEI TIEN Banh DD 12 Loai Ngu Coc  Vi Rong Bien 180g,1,3,3,
Perfect Purity Dau Goi Tre Em Huong Tao KD-04 355ml,0,3,3,0
Perfect Purity SDT Tinh Dau Ca Cao KD22 591ml,0,3,3,3
Peritol,1,3,106,
Pigeon Num Vu Silicone Mem (M) 2 Cai/ Vi,0,3,3,0
Pigeon Tam - Goi 100ml ( 2 in 1) - Hoa Huong Duong - Nap Mau,0,3,3,0
POKKA Ca Phe Capuchino 240ml (Thung/30 Lon),1,3,3,0
Pond's Kem Trang KTV Ngay 50g/12,1,3,4,
Povidine Sat trung Cuong Ron em be - Pharmedic,0,3,3,0
Purite By Provence DX Olive Body 250ml,1,3,3,
Purite By Provence ST Olive Body 250ml,1,3,3,
Purite By Provence XBRM  Hoa Oai Huong 75gr,1,3,3,
Purite Men Tam Goi Huong Bien 180ml,0,3,3,
Romano DG Vip 650ml,0,3,3,0
Savi Rosuvastatin 10 (3Vi x 10Vien),1,3,44,16
Scott's Emulsion Huong Cam 200ml,0,3,4,0
SG Food  Luon - Dau Xanh 270gr,1,3,3,
SG Food  Suon non - Ngu Dau 270gr,1,3,3,
Simvastatin 10mg - Stada,0,3,50,0
Sulcilat 750mg,0,3,40,20
Sunsilk DG Duong Dai Mem Muot 320g,0,3,3,3
Sunsilk DG Duong Dai Mem Muot 650g,0,3,3,3
Symbicort Tur Oth 60 dose,0,3,3,0
Tanatril Tab 5mg,0,3,90,0
"Taokaenoi Big Roll Vi Chua Cay 3,6g (1 Thung/144 Goi)",1,3,14,
Taokaenoi Super Crisp Vi Truyen Thong 24g (1 Thung/48 Goi),1,3,3,
Teen Care Khan Uot Hong 8T,1,3,9,0
Tictac Keo Ngam Wintergreen,1,3,3,0
Tieu Doc PV,0,3,3,2
To Nu Nhat Nhat,0,3,4,0
Toblerone Socola Sua Vang 50g (Hop/20 Thanh),1,3,3,
Tobrafar 5ml,0,3,3,0
Tobrex cream 0.3% 3.5g,0,3,3,
Trajenta 5mg (H30v),0,3,30,0
Trimetazidin Stada 35mg MR (3Vi x 10Vien),0,3,80,10
Trung Ca Nhat Nhat (H/40Vien),0,3,120,80
Urgo Resistant Antiseptic 100’s,0,3,400,1200
Urgosterile 15x9cm,1,3,1,0
Utrogestan 100mg,0,3,60,60
Vaseline SDT Chong Nang Toan Than 3 Tac Dong,0,3,3,2
Vastarel 20mg (Lo/60vien),0,3,10,50
Vedette Mat Na Giay Duong Da - Ngoc Trai,1,3,4,0
Vedette Mat Na Sua Chua Giay Nho,1,3,4,0
Vedette Mat Na Sua Chua Nha Dam,1,3,5,0
Ventolin Expect (N) syr 60ml,0,3,3,0
Viagra Tabs 50mg (Hop/ 1 Vien),0,3,3,0
Viettel tra truoc 200 - Topup,0,3,3,-3
Viettel tra truoc 30 - Topup,0,3,3,-3
Vina 10 - Payoo,0,3,3,
Vina tra truoc 100 - Topup,0,3,4,-4
Vinamilk Sua Tuoi Dau 180ml (Thung/48 Hop),1,3,12,0
Wesser Nuoc Suc Rua Binh Sua 500ml,0,3,2,4
Worksafe Alcor Kinh Bao Ho MS E3029 Mau Trang Guong,1,3,3,0
Wrigley Extra Bac Ha 56g,0,3,3,3
Xylitol Gum Lime Mint 145g (Hu Lon),0,3,3,0
Yasmin Tab 3mg,0,3,3,2
Yomost Sua Chua Vi DauTuyet 270nl (Thung/24 Chai),0,3,3,15
ZA Kem Duong Da Perfect Solution Restoring Collagen 40358 40,0,3,3,1
ZA Kem Duong Da True White Ex Day Cream 40527 40g,0,3,3,0
ZA Kem Duong Da True White Ex Perfect Protector 40595 30g,0,3,3,0
ZA Phan Long Dang Long Perfect Fit OC00 40547 30ml,0,3,3,1
ZA SRM Tao Bot Total Hydration Fresh Foamy  40207 100g,0,3,3,
Zokolazen Siro 5000 Vi mam xoi (Hop/6 chai 30ml),0,3,15,7
"""CONS SINOMARIN Nuoc Bien Uu Truong 2,3% 125ml",1,2,2,0
Abbott Pediasure Ba 850g,0,2,2,2
Abone Muoi Tam Spa Vitamin C 350gr,0,2,3,2
Accu-Chek Active 25 Que,0,2,0,3
Accu-Chek Performa 25 Que,1,2,2,0
Acne-Aid Bar 100g,0,2,2,
AcneTeen (3x10vien),0,2,30,30
Actapulgite Sac 3g (Hop/ 30 Goi),0,2,30,0
Aloes Vera +2 UBB,0,2,2,0
Alphagan P 5ml,0,2,2,0
Altoids Smalls Cinnamon,1,2,4,0
Ameflu Ban Dem siro,1,2,2,0
Amfarex 500 Tab,1,2,7,0
Andriol Testocap Cap 40mg,0,2,57,0
Anginovad,0,2,2,1
Anlene Sua Bot VaniGood 400g(Hop Giay),1,2,2,
Aprovel 150mg,0,2,28,0
Aquafresh Ban Chai Tre Em 6T,1,2,2,0
ARS May Xong Duoi Va Diet Muoi Bang Dien 90 Ngay,0,2,2,4
Asahi Keo Ngam Mintia Dry Hard 7g (Goi/10 Hop),0,2,2,8
Asahi Keo Ngam Mintia Mat Lanh 7g (Goi/10 Hop),0,2,2,8
Audiclean Nuoc Bien Sinh ly Ve Sinh Tai 60ml,1,2,2,1
Audispray Junior Ve Sinh Tai 25ml,1,2,2,1
AXE xit ngan mui toan than PROVOKE 150ML,0,2,2,2
Axe XKM Toan Than Click 150ml,0,2,2,
Azopt Drop 5ml,0,2,3,
Banana Boat Kem Chong Nang The Thao SPF30 90ml,0,2,2,4
Bella Flora BVS Hang Ngay Luoi Sieu Tham 20M,0,2,3,0
Benew Snail SRM CX Oc Sen 100ml,0,2,2,4
Benew Snail SRM Green Tea CX Tra Xanh 100ml,0,2,2,3
Betadine Antiseptic Sol 10% 15ml,1,2,0,0
Betagen Sua Uong Len Men Huong Cam 140ml (Loc/4 Chai),1,2,0,0
Betaplast H Bang tham hut (Hop/10 mieng),0,2,4,6
BIC 3 Easy Clic,0,2,2,0
Bic Luoi dao cao 3 Easy Clic,0,2,3,0
Binozyt 250mg Caps,1,2,8,0
Bioderma Sebium Gel Moussant Gel RM Tao Bot Danh Cho Da Hon,1,2,2,4
Bioflora 200mg (H/10vien),0,2,30,10
Biore ST duong da huong sua 200g,0,2,2,4
